INS00,INS01,INS02,INS03,INS04,INS05,INS06,INS07,INS08,INS09,INS10,INS11,INS12,INS13,INS14,INS15,INS16,INS17,INS18,INS19,INS20,INS21,INS22,INS23,INS24,INS25,INS26,INS27,INS28,INS29,INS30,INS31,INS32,INS33,INS34,INS35,INS36,INS37,INS38,INS39,INS40,INS41,INS42,INS43,INS44,INS45,INS46,INS47,INS48,INS49
1289739,2142597,1337347,1157111,362265,160228,2616796,477209,1643205,1163935,1870541,588972,1389778,405777,864937,511025,289001,515012,483824,999462,331761,1365022,130546,6608109,2555310,3032588,564501,736826,512728,708617,759435,1822633,5703841,722521,576853,584139,276549,604670,1833778,4285078,421733,2801341,2836221,2376562,1116920,848172,1790722,774284,1786086,810369
1443452,474132,1981875,441841,551241,308838,1083493,331591,351604,503112,2199129,269359,3096931,326041,367447,1415743,181721,849724,443126,1344286,253378,417896,277121,892150,543035,1994496,6136285,684428,305841,549269,458736,1596367,1311073,968323,790573,525910,752239,756289,478329,2213546,570038,3371508,1409182,2250989,2532336,1494585,694998,576563,540321,446600
1155907,812337,2749283,365862,342395,138419,3558789,134238,1984883,404171,2426316,552555,739048,530012,1597039,1609247,301191,904519,300794,672292,197926,425978,1316101,1896448,733246,971336,1509962,562446,247947,129837,1793325,2016649,4328195,535530,598556,577845,1083069,598113,1055121,3944376,326358,2938856,1981481,450140,3875725,753322,416752,567800,970258,373662
414713,414747,1135462,1050309,398805,480209,1311802,118382,857805,469213,1186038,595372,825846,358327,874543,1251668,178585,890963,481689,595276,418466,329289,574679,1632433,681381,5841710,1787626,454436,207448,250659,1067235,1513529,4381209,782736,423339,426642,948195,770445,636266,2040429,369235,2902467,1220250,201526,508912,613267,1243717,658498,661766,549954
1328345,453209,1650058,940209,236856,183198,2960142,141234,1366161,374182,1708717,172565,865132,393076,694672,325789,113285,402824,573903,220224,186563,344438,990609,1097740,942948,1830053,471262,277188,149037,327064,751341,897418,1734448,1388097,871391,841494,1675307,628212,710728,3825742,246862,3697484,2308187,1829397,1468241,689981,804188,1430541,720193,2163051
399410,384126,3862249,569624,254660,152585,2370328,293533,952130,1407223,1862218,552353,2294641,650978,933163,1318598,645894,1012183,454930,1531743,401777,481515,253834,2698430,1640219,903119,4268929,722140,163150,401903,579589,637415,2838258,247590,470131,553696,544742,1210455,1185738,2191781,462803,2004429,699534,541346,860967,754812,3185435,1232729,579548,613519
1034872,508223,1478821,1093610,453888,165161,1536239,180846,819318,787590,1712459,545007,1439784,563477,467519,635899,761342,1326955,936904,1389846,181287,480605,944374,3731673,674716,4722641,995759,688369,483012,723700,577494,424868,2403870,427493,824555,656215,509329,1448815,1294421,3749056,548427,1968449,587514,478040,1548760,2781868,1497722,1554513,2798343,1187430
2896277,1060074,4085499,744200,171215,245755,1925756,270474,1835486,788733,1200801,504138,1531666,367733,590257,778128,158777,3066351,345190,935638,417379,457712,505745,886697,838669,2341525,1425797,260562,712274,476828,575086,830402,1968875,627586,281316,227890,1101490,844795,1773508,6141052,616804,2013222,1315675,514058,572155,1259007,1816162,413456,1198173,896336
1467138,789145,2870968,2335592,1053559,417096,1153131,124732,1400305,863811,7270356,467274,2953893,726327,913501,881470,143762,1040939,1009116,375749,157639,2203523,574666,3475373,2958520,9473085,1582311,1422394,1453396,381349,305005,475412,2580622,1620879,283910,734843,1488659,1832789,514850,3741519,988355,2020210,1225748,348256,879143,1294611,2348137,1927785,639776,2095669
3683974,261117,1645857,846820,406432,288788,2558253,163890,2316892,802703,1850495,647357,1458768,333555,698585,431029,203401,2124195,209351,581424,166800,1292203,197445,2900281,1784939,1921734,2904366,1033735,359055,441157,1004244,688810,5330576,1015921,218343,807124,1219648,650806,504743,4012576,1276543,1516036,1497541,463322,775975,196817,696527,376674,819693,1643571
833639,263869,2760438,583711,399054,93120,2711552,59503,1774466,862543,1627499,423489,1513842,371614,634848,370436,375170,866908,1180379,612423,509433,587593,1492774,980636,1267403,1527027,4956518,899881,676551,271228,1304534,1130483,5111782,836816,290122,1032860,327698,455670,436478,3353385,630509,7109230,1364862,258635,1530577,767415,1046249,187665,832973,1293145
1940695,802382,3515960,442602,303157,175125,1347527,221623,1152676,204627,2042682,573496,3986097,1143904,1209706,1006893,170911,637422,808531,610810,357250,1261781,865917,1857633,941851,1394494,1958257,553052,971302,641035,647920,1593497,5646750,441480,433363,296336,2117415,763080,829148,10042567,242632,5906384,726139,776762,1135689,673959,1071464,391919,487518,731329
645313,568607,5516007,1390256,286645,279167,2189572,166687,2789091,1089935,1807693,1372638,2043116,951761,943683,349338,185224,695287,753432,1560295,417191,360604,858974,1151359,1546170,1971920,636260,344181,320376,412829,1224776,683395,2920777,334035,1240851,509356,740456,1526865,2173613,5704768,348927,6789279,3165534,1629347,1715041,1457760,1602621,2274823,1826297,530526
2304125,723047,1772661,1260155,224010,153028,974859,123922,1268222,611133,2099655,352798,648623,320605,336301,638247,63859,2358916,389670,569298,110533,1268095,641930,3200356,545638,2192029,2203802,287240,547380,237821,396751,329433,7280476,769378,157549,532026,745403,1278384,1008908,3201150,417807,1601096,943189,519661,791260,481707,438256,877995,1329817,1144190
2528629,482181,6056264,554087,326117,83022,3349434,158565,1551998,830452,505139,383214,1429274,514060,341665,950981,391250,705095,1045624,352325,726371,2987231,357900,873517,1139875,2172892,1963226,530673,442613,188155,816127,861167,3900059,583576,715002,306729,2195757,694407,714759,13910084,277277,8496342,2683923,517247,638351,738198,4033187,1408315,859315,1167820
851285,1228498,4630599,838698,182828,77587,911539,43046,1666108,381950,1874138,698119,2374639,398263,698623,1816391,344807,1658012,548029,589267,531829,235351,634395,583489,2570857,1782188,946138,698361,408903,207817,399608,319611,3704956,539598,436279,248671,1056680,603397,1240007,1249248,120727,1569613,1138569,648787,690510,1041082,1038557,449284,671446,365495
6174080,368662,3288930,648152,276370,231334,5119458,384081,2279626,1224356,1785766,314926,3545351,354262,275344,1128419,241713,1129943,281613,1273638,370684,1189796,877326,844007,310953,1176826,2134235,239312,123477,542588,686660,1600062,4389482,282817,1166018,696283,808052,1218538,393960,6118338,333082,1609387,2370408,469891,1252970,476825,417212,375982,1140841,1361298
296287,1187526,3056368,365279,935390,71000,2785172,78439,1782780,2070350,1735005,1134341,1516605,438651,833329,1231974,69509,902715,415946,851938,318261,150562,528662,1108562,1222351,1293060,1553826,389573,1756604,365160,562112,745113,3273341,305593,255431,397928,3371054,1221724,1262365,4994186,198559,1651126,1779161,705753,701219,329925,815334,884637,1675403,794308
4764939,417241,4753783,1137492,408275,524423,2136044,74499,5309054,238034,2251551,1554407,3138996,1032483,1668876,861408,290531,1667140,1400047,947227,971509,790083,811210,5242436,1911631,3225314,2619882,995664,350921,524717,2266482,2574687,8328153,1007761,743309,1041181,878328,2233478,1095298,5250057,766059,4620844,2956607,726162,2174434,2045604,4355761,1108596,808111,1364488
4186382,1410867,2679202,894752,466046,166049,2496392,367321,912514,750998,1754310,565235,1851113,707123,339119,508120,422863,559164,356571,857727,389615,278478,733267,2071773,1728995,1890573,703119,506169,299840,494206,694022,1255960,3952730,279029,948051,731863,580823,748395,1586436,4194270,472404,3019284,748012,239076,1230418,1262679,1580750,609553,893630,590833
1138435,348972,2116826,3900054,407487,261595,1326159,63401,1205522,3134023,501311,445364,978063,830063,492245,1464641,178288,1394865,785267,875691,215901,423690,534907,542507,945854,1151530,1809779,210747,991169,243315,370720,447593,6362485,1420465,307068,477166,1433373,1941602,1615753,4392097,395539,1461522,952822,1307703,1125332,1880150,1431224,369034,1835422,2575529
555434,755995,2294794,1112739,382725,391830,1911228,342667,585370,673057,583070,784885,2007892,1198108,1400607,534860,172036,563333,1053624,364524,329839,658222,602176,2410914,868139,1555894,1727058,489418,968595,303921,523904,406264,3290214,521770,774614,690128,517667,1458136,510163,2809297,741650,3527588,830174,338383,1185466,1085574,785864,1147482,686538,475964
4103284,439634,3278960,961910,286444,229158,1677489,211089,1459825,500903,2447834,190290,1800492,380054,2014915,1122548,129126,1245113,394418,458667,169103,249244,857269,2617451,2406729,931872,1441905,397604,275004,300035,1126686,817914,2587327,263279,558790,930859,728989,1015667,537968,2771058,1038501,1361481,603855,446793,1762281,1785850,1062569,608242,1159999,1334042
1069572,636069,2911248,638678,898935,466120,3610383,133513,3028274,1709254,2105542,571842,793548,1330864,475843,650340,621697,799104,1518184,415587,561266,711951,1295688,1733250,616772,1792630,2568211,369730,410868,498414,962253,840572,1902476,693805,254224,506085,1009190,1089566,747073,8406813,428108,2747876,2903121,837449,3061006,1094141,1780100,508860,900035,1326100
734382,730928,6074943,1028553,371229,166467,1092132,324890,1630506,1371423,827232,514704,2025533,889070,1023629,258118,196017,3676370,418119,686213,379359,2100286,755409,2355337,756369,2572535,1412312,206546,274880,1146830,580765,1009894,7271693,309841,193175,328863,1617759,899003,1253011,4079509,368764,1643239,2572319,1281500,1515153,647773,1151228,420124,488526,2229073
664527,831216,3954153,783243,517563,189983,1654110,114216,2092331,448248,1315269,496888,2413741,570859,1396812,788072,594589,613785,283231,489872,446923,1043176,693060,1763655,946734,1179995,2744173,437325,338173,317759,388937,441482,8329774,276546,212405,610528,653870,1711802,2552836,2998362,1103990,3251409,274623,453838,1092539,1299281,1847783,875580,1074857,1022289
2422068,425927,3210852,1811375,786537,93726,3191989,177611,2429154,1019517,1561393,220276,2179366,655165,658913,1159752,188359,953649,724265,430207,131033,755536,644517,2572103,820762,2246108,1474374,426929,520904,246226,790432,583066,6593357,789037,327271,521587,658834,1184503,1423740,1935668,267177,889109,1308456,1379624,453233,1537808,585689,836575,323007,2507110
724156,493168,5898536,430942,753720,242834,2963199,165695,329462,302728,1704057,1925524,2330493,1081186,1266967,1005624,292462,1457516,1044406,1084240,288787,277221,638568,1053233,810301,1558107,2601599,1141426,237243,541255,941792,363789,2588025,370770,1192342,384640,210194,1614698,1371203,5352431,474975,928524,1001105,445073,1936182,1960605,1771643,340351,1603977,510151
1345172,599228,1140968,652028,252696,277802,1870117,211632,3330211,374954,2268419,483729,1395295,653221,1209498,1616386,92888,2125594,614454,491816,225148,1097346,376634,1731854,1262027,3528493,2174596,379602,153605,461104,478193,3834857,4058969,1474552,189855,560542,985125,1060489,1375103,2759935,1178835,7972436,1210004,658839,1863551,738347,1130081,2078753,905512,1252586
656544,447420,1079238,528007,565746,206231,1866340,343883,5166488,346957,1051346,532992,1029101,572819,903955,718935,104189,832503,640867,681928,247259,554737,736728,3842404,1116020,1021118,1791984,122519,675913,525770,341962,1278136,9122425,565791,640875,331810,243005,1658914,1330422,1819780,372282,1937770,1480256,192892,3055796,570102,1360215,625248,3442846,533984
955095,1130110,1809877,982657,254830,138936,2286994,302863,2926341,652235,797028,573927,4389993,1257678,575194,745472,342297,1769121,586584,268468,416792,740411,1249469,2021919,872735,1925583,1526723,512197,1413884,723786,674949,1661363,6740095,315634,493014,275330,872267,1029925,814208,8446556,329252,4131700,691953,507048,4934873,2548385,2803805,542393,1083866,540977
1777614,360005,4038118,599617,602219,207294,4460569,471471,565247,1064837,1248411,504658,829953,576188,1321220,1010240,217806,836760,435991,832341,276803,300882,420652,836292,1697709,1362098,2369309,626507,652439,349228,841777,837690,2464873,350131,670720,367154,341492,1277675,523020,1897401,661228,1200741,1906781,722055,3723156,520136,1158225,709973,1696662,629168
1758807,525759,2506972,288226,653489,121216,3414495,244529,1217693,400094,1406667,372985,1093511,566516,330290,799588,180833,721407,273374,341902,375192,724000,959844,1427956,811018,1764888,1407501,213580,311998,165919,1555315,1399673,3864395,335716,401355,568234,1313331,2505667,2032360,3095311,262786,5198330,1451318,781856,1475365,1298287,555399,497129,1597037,363149
470560,248534,3464207,659036,410526,87726,1575757,205016,2481844,1008124,2575146,771795,642027,362075,1441706,775687,146056,1877281,874320,575914,236511,1321686,582111,2962696,646754,3134805,1021080,238636,305011,295605,618079,636313,6138345,393028,754291,1155123,1093684,608544,764096,6581978,781206,1644738,883731,799003,1044336,1377860,1385328,290423,520279,550215
2420791,614347,2982819,1126182,400296,307452,2706922,152545,747025,819209,345167,314598,2055983,864959,354296,939176,263425,494529,895200,1668380,286275,552858,844965,1800983,846690,1928226,1463969,332828,241859,362572,367670,671595,4019605,440896,811126,1758956,391813,2767295,599333,662793,566931,1408002,1420982,828323,614915,651896,1806351,452547,824596,1255458
1637841,1568899,3130088,969746,544693,320119,2251732,312469,4491652,967998,415544,334146,782655,406914,1251795,548163,370707,893531,797446,2143948,1109488,231755,937802,2468085,3022013,1003617,1344483,428832,692022,372697,532299,2091645,6309217,587675,787692,864891,782267,2054226,1636253,9131387,661654,3497751,2756524,641296,6453234,1274797,2289703,533609,1464299,995497
1434147,393615,1168026,1277219,428126,484236,1623423,203297,1148976,465030,2514635,1138683,1681843,614953,1595158,535337,384776,505415,347913,748560,150794,1118059,576905,1506661,1349922,6172919,962331,498365,346720,140614,806321,549509,3009001,1153385,295860,785029,3085819,782500,1232802,7220884,1100428,4396264,437831,1279351,1049059,408022,3331004,1562057,798294,1682356
2184778,584772,1797902,844541,301479,252516,1433048,418554,891862,615992,929026,1077023,1062597,524951,1447805,1004413,105118,1162282,678276,694979,382514,601373,422823,1681253,672135,1284909,507246,1026417,531388,541467,467426,1172406,5188516,1850125,266381,367997,1071082,896143,1846637,2096222,284040,3246769,1656841,1843670,1662140,2090010,349413,305416,937754,877596
570271,298092,1432097,289415,235437,129741,523802,137322,1909723,529628,930187,351057,646096,545904,329864,495052,184812,2033545,1159924,728258,308299,547071,1908034,1359662,1764036,4441067,545771,475921,453874,304522,701713,2626817,2361486,713884,308253,189338,1697313,1748174,1159407,2683598,324638,1038395,1652944,800179,2378131,1002411,1050046,521909,837138,2978307
1514351,428182,1179985,1283481,448486,101477,1931900,98313,1069277,751508,546149,337997,1850186,435335,581996,487348,73559,2116226,367658,1549370,276322,663036,423813,2793801,2232751,1213455,1040768,289310,210735,403860,535397,703346,2433720,440173,523797,270736,2772976,695235,462677,3181378,338721,1362595,2442194,1393327,642431,476711,768076,464196,473638,288396
1653881,414416,1498252,1176061,239983,176939,1799904,562921,2023609,133413,566784,934541,1405248,456511,832120,892855,196964,491643,516512,567577,360951,513842,342183,2161351,988850,701435,5141559,534180,407351,253451,1070394,598645,3634275,249566,771229,864564,836499,994554,948070,1096333,463097,2801366,914864,901334,1632682,904373,1088751,1971889,419148,645754
1552369,851407,1226570,663078,480224,81764,3120528,115976,1635062,1063861,1540432,236297,3396233,850604,660126,612287,242561,501450,535980,919768,590526,243166,484122,557983,617028,3194594,1162122,256064,543462,295080,765124,1206413,3504551,502610,521144,444702,573915,910240,1385006,3976685,324600,3018035,2054836,501078,543888,1388393,555908,397749,1640553,526007
1241883,376924,4137444,2424036,381152,475851,6117692,432785,976882,1443270,2882180,595907,3341633,575440,1275880,583399,59016,274419,1126857,1678379,215157,1407978,963019,2658750,2182557,1591176,843147,424389,191576,1190876,1648032,911240,3826293,1067262,244412,912861,535538,502307,931073,9794910,842747,2319108,844676,620416,2249330,778501,1837403,845670,887993,1229254
760825,1177129,4083711,637176,662806,188155,2415301,121346,1912670,515146,1198532,1574781,830541,523836,796672,712357,293700,517276,1314652,575872,260808,402760,352448,2495511,512578,2908270,2071758,319612,431623,228747,639060,1737922,3273089,942146,655584,279544,438249,844851,1665653,7842498,813308,1595798,1588275,1127158,1769935,777667,732652,683227,538769,691124
1503956,466521,1826898,843332,519287,679375,3023688,70353,3202940,659903,6742130,983650,573508,581109,1187033,1716725,144116,1730070,479703,1116300,489508,350859,957832,2487431,495864,2621838,3303538,268476,207676,277980,553122,567727,2614702,355747,192650,425563,365399,523129,602668,2429359,243032,3506499,1004022,426056,525570,1331773,2542288,1491696,793605,1513901
1646528,719855,819830,1006546,348560,320478,3156864,207448,1352735,283725,1933107,567336,2044681,454505,1468335,726598,177578,970066,252791,1189336,542076,688445,431152,1163815,4475082,2207712,1333787,752556,353941,143662,654726,467091,4784438,937786,590020,973079,1783123,1146281,1309986,4934981,372707,1054453,1472581,794335,2637259,489687,2108350,430487,1768485,542843
2170220,507259,1980463,602226,609607,663597,1372032,338283,941158,2262677,1731742,513537,921036,631069,1731734,1193290,152457,870048,555083,417609,299243,238726,403010,1491843,597984,938414,753793,493818,418423,246209,346146,798468,3713503,274579,761127,1528986,432723,1733865,834774,4746222,213507,2760810,1419766,812422,920837,1002529,902690,753900,798810,815423
4663205,676811,1440777,1328939,343491,130839,1641561,88514,847151,2499487,1609352,646469,1294112,470478,220499,425442,323710,912929,803659,554506,715615,1005479,460925,2256398,995762,730056,563364,950486,263587,523826,288072,1041285,4088373,334181,1137611,716256,455963,562634,575749,2944760,338704,2558506,611501,858996,4048105,1181533,736007,1115675,379384,490579
1204941,322471,2891608,763456,663443,61966,6871897,74908,473292,351210,2434462,809925,4187339,352678,230661,534727,229762,610300,299515,593623,553813,613084,859186,618661,622932,5726318,1018141,634416,224337,240090,1527359,902110,5007904,555796,946121,490100,1147673,1827340,452703,3293651,420948,2671621,2659184,1159066,1383640,1323667,2140019,2796237,1304665,820619
862899,531112,3416268,1537904,522918,164426,1459879,258172,5279239,844274,2531706,328558,1593634,548309,438773,1013515,113642,758855,256168,896794,451766,1583278,731993,1318411,883464,1188352,3480604,206776,875053,675103,437651,1543555,2157704,309897,421314,561857,599460,1145955,880555,2668351,947961,2214468,1639833,575562,904922,3105038,1054299,1150835,660849,469571
828571,821761,2920445,1280602,418265,201623,1117438,53304,1037561,592170,823778,530155,1627112,945964,331607,664948,102834,712812,1347294,445400,281641,828368,1186628,871157,639237,1408385,3709137,803448,374385,472979,593649,813188,8971706,918573,1190181,855471,1083521,1057015,619060,2339154,469362,2064588,681859,1179563,1912839,1441706,2676457,1107292,334879,1962934
840289,1409702,2832280,631491,396769,391066,2318925,192163,2309168,977934,473390,620308,1591411,595823,493556,861125,208417,728889,940663,1305427,160024,580643,486373,1644807,790405,1018487,690413,693176,229600,159841,313335,1753467,1442788,380160,838643,606201,1157857,970906,1092080,4957041,513298,2017764,2831084,1076491,671470,450796,1146869,235237,991042,454594
1089258,453791,2228177,951208,487771,188145,1720464,91335,4300069,592304,2223082,451912,1320126,567905,342900,1827372,88088,389276,1016410,1293905,169601,472371,401600,1444608,763176,2311632,2348753,701700,309396,235320,494780,1939292,6203028,443736,1459288,620943,1581612,1359762,442942,3556031,239820,3626550,1402587,500678,3404369,937596,914665,339253,1181097,782872
575710,326689,682700,2033675,691438,200048,2046614,460180,1483644,1091346,2300652,520412,2942962,456259,716776,434229,303099,644292,1375985,1944758,982026,590154,2686008,3121157,676101,2146685,3755536,477289,1465294,142529,680645,1640631,11692108,655540,496677,389029,1095154,939205,720099,14789883,376076,3192524,1652078,1526423,2813484,721615,1347554,574942,1838778,1253953
1156661,321140,3685593,585978,584657,398208,1740267,172778,2382952,323163,2358911,404920,1458594,321101,247348,501934,117508,773506,537340,604870,151376,472242,348768,4210078,800119,2070128,1076226,430264,344139,213189,682773,533267,5111139,670187,451654,1250026,573670,796359,711645,2299043,370043,1073849,1131411,207473,698552,341311,871499,190088,810048,745801
915396,543265,4236954,1474547,254123,217546,891654,131523,2366952,540360,1336041,955316,590778,1552073,507786,626982,142728,1823165,659831,1018410,346392,493975,814143,747635,954509,2773366,2063650,281632,228546,302132,495150,1309512,6037963,708509,306468,886191,716534,768464,1051054,3531414,938889,2171546,1370856,966187,1275426,464771,647899,1796602,264862,397438
1194720,1705094,4860362,793707,236046,164947,1500316,206675,1996754,799651,1123062,506640,724486,846164,1471943,2135809,154603,2407746,339422,336252,253633,255869,914822,1385019,2039037,735792,822013,260785,323143,400441,276903,4114249,7720729,509840,871522,316357,1344755,1825759,859432,3853820,1436870,1458860,1104811,1243273,799541,948299,793811,566602,910494,549702
554042,751485,3938557,995115,312115,174700,1605488,168240,1193933,1126259,1036628,698374,4108670,658946,363347,1239815,316786,1091022,920107,904446,256331,681802,761271,4642288,614668,1755742,2154487,624979,353640,329154,454912,1005023,5047655,776246,450686,293172,1279209,1429355,1641696,12866062,668198,3487040,975448,510425,1644552,1164740,1235255,1152768,831715,1047768
2215554,1793824,4063785,3461973,215767,134900,1542905,136718,585093,583456,824227,396917,3080780,510151,2028902,569919,527036,1089424,1057269,312325,524057,543125,768864,1067450,1105144,1245439,904255,939603,374114,299347,874841,2455938,4800084,340094,757731,741030,766791,1001160,3273651,5408871,331045,2566200,627167,933305,2795345,1316550,1452184,180802,689369,818002
3545931,479798,1479234,1615501,351406,294789,2289371,153312,5887223,504395,1510088,4067091,819892,557254,766840,357465,330604,1132350,758312,225097,194899,297565,517441,2194253,691401,2311566,1479652,1398176,729967,835606,633255,1000504,6839150,644342,1307546,314328,725028,2319380,796071,5071267,370087,7943616,2370259,563972,1078559,1712273,1239900,970829,650883,1232019
2638817,741086,2338354,1604777,191734,50540,2287423,169886,1254827,1623055,3015097,348712,1590344,341453,400376,855133,141251,366306,170906,637045,220114,2217894,347636,977708,1480497,2486861,1011331,377379,688455,241188,281847,429172,1593072,627110,617058,867468,1809787,1734717,691575,6846518,998197,852694,1635114,646180,1499398,261833,666385,963174,763913,1146086
1556265,705537,2924241,937250,916644,278687,1544252,216444,6263305,817384,660412,624264,1999924,825827,352331,442321,252284,1578003,444050,430236,345160,373920,407371,1804743,1497211,1487144,1341888,211679,516910,364710,1004695,1790760,8570269,460762,1262199,319346,1294448,690628,906935,1984303,391116,5234976,2136560,1646183,2187429,195950,927110,749556,2212017,564252
447007,465584,492028,499969,323532,290130,918455,55532,1693824,577321,2576928,388984,606565,3322312,385018,819707,524479,1413798,822059,608067,422355,388527,510823,3177628,952422,3398402,4933213,250912,462990,122736,273959,657949,2842360,395164,312217,970783,511089,570992,1053753,4806107,411018,1041415,1396678,539707,768328,623305,738357,1462623,792429,541345
980456,348378,1258925,426757,723123,284325,4434398,188978,1429109,965947,2632358,431126,1003173,319748,285455,282832,94896,720843,649396,1161101,193696,680329,1523487,2294965,1181593,1586907,2213587,515125,208497,432030,691455,337603,4284482,675051,505762,477691,2441885,2237119,195245,3861652,364849,4000171,1556962,1188678,2926049,659889,2280594,481662,916539,803709
1761697,836013,2975337,2031464,299956,380915,2684613,320239,2148567,1920325,2612039,309261,3238233,832096,351329,498324,110661,1048438,506157,1346640,349926,310782,464839,1818882,1146189,1814482,1608985,290535,391499,189939,547914,1187400,2861796,554448,625912,900388,1078924,939904,2120516,3046504,948880,806716,3564003,365059,2446673,483301,3011530,1075474,1778189,823221
692468,1367704,925404,928906,672664,139698,1532113,168932,1868149,382840,1154811,304075,987040,346418,299994,1243037,276788,2037504,1013900,390948,121749,470992,530905,1389902,1370586,1672728,1523152,156275,485703,188110,497515,570384,6672291,688347,538525,494478,443416,815990,1432232,2987684,345448,1441160,1769618,593792,1220092,1293600,884200,610695,741771,347242
1343048,492840,5193055,1541196,420080,352454,891003,123891,2714144,294018,719426,602059,2119397,520738,1299661,674652,196801,801032,985969,378641,364084,1118374,1020265,1190120,751875,2293803,926646,356303,529629,738256,413771,1042250,10681221,360051,416463,991107,811850,1189664,390687,3459832,875890,2310240,2864476,571028,2363000,818280,2116438,811669,1306375,978620
2325339,584974,1957816,915908,214243,496431,1128029,225293,2390421,527024,1036670,676154,2517792,314412,1068093,994310,336853,2245239,793482,1233125,800082,2983287,1472791,2833574,680830,1995705,2626165,705924,416253,241433,1264631,458553,6463245,2037055,969479,465086,1523834,553762,407038,12550231,395690,5199347,2986978,1729689,1725855,688418,2417570,2029537,616188,2378740
612712,389315,1619536,664378,1125071,145633,3798572,178145,1561842,814549,701455,996654,1691536,651005,364011,806917,243861,1364467,730630,1090165,245703,247621,578917,1474330,728369,2768722,2455064,259570,577634,337875,1065944,437703,4463758,850665,283829,178428,874813,1508604,947953,1945221,295824,2693983,741372,1053923,687688,1701439,723237,1247090,515652,489476
457441,794224,1427492,740917,1107813,202496,3325444,273289,1552379,1132246,2103396,587233,2116023,370574,281301,611229,124412,849017,388311,444339,385379,475411,786541,931658,1271007,2165056,2490682,625271,583674,240189,258307,826193,2147641,731683,722879,914089,678266,610209,1025023,4211782,655483,1929953,826070,752170,2687501,756099,441178,796586,1529994,1616444
1364070,937802,4318669,1821986,450901,268081,1405412,220111,2614493,987847,4827842,347396,4455060,1502054,358915,580095,323059,848824,863296,749731,124627,858797,1866450,1370754,529800,3153694,671706,1033228,334544,384760,868413,1122363,2729027,262679,796965,459599,742453,911062,2456946,8561214,193970,2178875,2850573,285074,1549180,248389,2011460,657736,495051,546209
1067603,369504,3682106,1685155,1178127,493950,2240116,234168,1164911,1950911,4093506,820638,2090334,1521932,1093599,1088692,108019,538126,1587833,536788,636858,660553,634826,3551534,874059,3424743,4144504,582770,908756,242727,561187,3571296,7660449,483587,697716,1201154,729453,3019513,861604,7747658,1161500,2864593,3239425,659531,1590954,524924,1340284,959605,477571,1115416
3588379,459894,914732,1071317,499926,161684,2730488,454407,1622501,592497,1346706,1339422,7870843,331662,895790,1735912,160322,1812375,1688065,1351379,658517,1011919,758829,3142486,3679036,1441752,2545260,678120,559127,537409,309803,1270379,6926203,379982,923523,645686,821050,2161868,2398815,1932540,319465,5073346,1435959,1239949,2499451,1500345,3487576,598430,1850688,673262
2074976,579308,4790766,641498,273229,150388,1091823,290953,1084658,784449,934033,469148,1165379,654732,994606,513994,387637,1373853,383773,994005,196769,660100,412823,851073,535106,1272233,2314716,312360,203336,531742,248067,1137378,4976443,314103,331028,331282,1107536,903244,840242,10872939,645503,4615683,1289518,661776,1191535,1926613,1095754,507149,1016620,337064
2349607,1190093,2604209,716980,304067,226772,1938122,128439,1617853,1158047,1401963,298608,808202,850269,1035281,243767,106100,1949146,911185,1068505,149082,301504,572882,1623548,1737470,956400,3553192,355602,574046,836984,730061,2129797,1381552,346225,285669,416510,826442,1243361,544650,4893657,372728,2980640,552739,876481,1631842,1627143,1287059,193096,3043271,525511
3138414,382918,2178859,1501557,1031471,169873,4024752,231090,777437,343155,1094769,477479,1380486,491173,261209,697311,377857,1480350,359466,859398,282598,840365,488535,1021995,1943523,664899,1428739,850831,420032,201390,856847,461428,5489146,1322676,293116,292647,635428,979477,864085,2919007,431548,2031905,1387892,664037,1052036,1106880,1465365,326455,782178,522721
668749,241785,1836468,1588051,235142,147676,1510145,329035,1612474,550676,2417317,330637,364184,488972,795118,700385,318626,453767,423769,619135,239426,683654,314112,703905,1486851,2652041,2356940,303843,628585,373195,426593,847943,5420558,458484,591665,1188969,1790908,899798,806765,1711530,988611,2516565,1051011,475716,1259202,871361,430959,1100581,765391,845408
1849333,680878,1149462,653715,329139,105614,1921328,204204,1956884,996408,1328378,211990,1169279,370419,861946,846780,308466,697247,441971,954663,359972,1385890,1009736,610054,924452,1880411,481486,330187,761253,231068,504066,3037458,2500521,663398,278030,598017,548938,474218,1406839,4624997,448856,3699862,1505987,962368,701107,1248017,769004,460065,1277980,1492188
609529,386025,2447194,385102,713775,380979,894768,143343,853020,356350,945659,200740,745640,1864715,619370,864631,121150,1705343,478633,458705,974501,350019,966242,672378,515580,2395468,2451111,325480,697475,266737,532403,1819597,5981772,740091,284597,883223,726447,553906,1405352,4316625,734225,549593,2121891,821837,826503,1004923,1082965,404766,1556574,956760
521243,379929,3996241,2199699,389436,229511,5829905,125141,2228329,1089554,924760,653455,2322258,619197,952526,1082672,363464,2295942,1702314,3644375,114812,780389,1522748,1423639,1352393,1152537,3629637,787912,269903,420863,726022,1061576,5399338,993011,858863,1258743,929926,711962,442110,5307493,150388,3776626,1284703,1198271,2333009,759387,889905,1131992,1119485,1083520
1104222,299425,3702195,1499407,291353,221897,1562569,117201,1066094,577242,1474753,498127,4405680,603181,644763,2084042,55084,978637,275686,462470,315661,388404,2789138,2973999,1599435,1007658,6307648,202691,919225,327281,924487,2119807,5933641,283924,321735,833027,481603,1035598,2508749,2022004,623724,2612124,2176124,1467066,816411,516514,1706498,678511,1310649,414727
