INS00,INS01,INS02,INS03,INS04,INS05,INS06,INS07,INS08,INS09,INS10,INS11,INS12,INS13,INS14,INS15,INS16,INS17,INS18,INS19,INS20,INS21,INS22,INS23,INS24,INS25,INS26,INS27,INS28,INS29,INS30,INS31,INS32,INS33,INS34,INS35,INS36,INS37,INS38,INS39,INS40,INS41,INS42,INS43,INS44,INS45,INS46,INS47,INS48,INS49
39.747,234.7363,64.6838,98.5077,212.3427,147.3914,122.5939,180.7458,42.3432,155.0543,192.5999,46.121,206.7676,179.9554,226.4048,73.8955,225.9896,130.2728,31.3905,217.141,52.7569,211.5475,137.5435,169.1933,142.313,221.9487,85.3374,158.3004,46.0049,33.6292,156.6336,100.2476,155.8378,132.2351,150.0636,177.8001,107.6491,114.1204,149.8917,90.6385,77.1339,90.1212,45.2469,190.7501,147.6034,120.6179,151.3751,137.1903,128.5789,53.086
39.7402,234.3429,65.4914,99.2128,215.5899,147.4691,119.6521,181.6951,41.9184,157.6711,189.2903,45.6953,206.2454,178.5162,227.4491,74.8956,227.036,126.8479,31.5683,216.074,53.0108,208.1405,138.5765,175.8073,142.9233,211.678,85.5411,159.2203,46.2389,33.5832,154.869,100.8072,158.0274,132.9356,149.1287,179.5105,105.7151,114.8972,148.9086,91.3673,75.4201,90.4654,45.2549,188.3313,148.1204,120.2056,155.2066,137.7031,128.6511,53.3855
39.1176,233.0047,64.637,100.2033,212.4793,145.3383,116.1741,180.8328,42.0186,159.4805,189.8245,45.9472,202.7906,176.6925,227.2594,73.7139,222.9333,127.1069,30.9735,211.7049,52.6414,207.1234,135.859,177.3686,142.0391,209.926,85.1539,160.0978,46.4437,33.2207,153.7385,101.3203,155.6714,131.8874,145.8794,173.6139,104.8573,112.0819,148.1876,91.6432,76.977,90.8278,44.589,189.1871,147.4257,120.3967,149.4901,137.4411,129.5757,51.8922
39.5474,241.9124,65.8129,101.8187,219.1388,147.7937,117.4046,184.038,43.4997,160.7486,189.6401,46.277,203.4386,176.9414,230.389,73.4618,229.5637,126.0643,31.6046,216.9532,53.7171,207.452,138.4818,182.5891,145.1375,210.2641,85.008,161.4893,47.6764,33.6956,154.5229,98.7695,160.125,133.9729,148.9077,177.3118,103.7497,116.3573,152.0428,94.0801,77.823,92.5218,46.0278,190.5418,153.4725,119.4479,152.8294,138.2418,131.9343,53.006
39.0814,243.767,65.9182,104.7843,217.6422,149.8621,116.8872,182.9376,43.4852,158.7417,195.2828,46.8664,207.0248,175.2741,233.8403,73.5786,233.6221,126.216,31.4859,220.0563,53.8101,210.8287,138.8301,180.2293,146.5667,217.3091,85.2223,160.0756,48.197,33.6641,151.5649,98.8251,159.291,128.874,148.1568,179.8906,108.6016,115.8669,153.2849,95.0112,80.4234,95.554,46.2262,196.9753,155.5916,119.2126,156.055,142.8764,130.8426,50.7757
38.5658,239.9502,65.5356,104.9511,216.4189,148.6953,115.4387,185.7434,43.757,160.4812,197.3835,46.1471,207.0395,175.7876,235.1927,74.6234,232.4811,124.4167,31.9195,222.7531,53.7348,210.0264,139.8044,177.9084,147.1692,219.8363,85.0908,163.175,47.5416,33.2792,149.9054,99.8676,163.2,125.9394,147.9778,179.8916,106.9458,114.6323,149.6914,95.0906,80.2218,97.6635,45.483,203.4014,157.3401,114.8373,156.7331,142.4536,129.1287,50.203
38.6859,239.3778,65.1286,105.1743,214.9396,148.0908,115.5296,184.8995,44.1616,159.6714,198.8267,45.8624,207.3709,176.3141,234.5032,74.9795,231.9099,126.8138,32.5121,221.4344,53.1721,207.9297,136.3352,180.3155,142.8349,225.7347,84.8452,160.7192,47.0562,33.4039,151.8289,97.2602,160.4331,129.6439,147.502,179.7321,105.5674,112.589,147.4995,95.8022,79.5234,97.0434,45.9042,202.7561,158.7132,113.8678,156.178,143.4436,128.4343,52.3234
39.1496,240.4862,65.5185,106.6358,212.7079,147.8713,116.3869,185.2207,44.4666,158.5907,198.6129,45.9197,208.1369,174.6123,235.6753,75.1412,231.8112,124.5498,32.5297,227.5215,53.0471,203.9921,137.0584,176.8724,145.1303,225.4987,84.6326,160.4963,47.0971,33.9232,153.1464,97.9605,160.9488,130.7792,149.3888,180.2439,108.2843,111.5431,147.4957,95.3301,79.7542,97.2516,47.4511,199.7732,158.3194,114.3852,155.9481,142.6324,128.3288,52.2426
39.7481,242.6861,65.6248,108.4408,214.0594,148.1068,118.4552,181.0423,43.5149,158.5075,196.9057,47.03,205.5765,175.5638,239.9824,76.5726,233.1187,125.2175,32.6028,229.4549,53.9279,205.1523,137.9731,179.883,147.758,223.4433,86.4924,160.7411,47.7186,34.0328,157.4965,99.1526,163.5065,131.3251,149.8245,184.3281,106.5473,112.1227,149.5664,95.376,80.7004,98.9273,47.5427,195.5147,160.2996,114.2642,158.5041,147.17,128.7918,51.9324
40.067,238.5252,65.0256,108.5512,209.9935,148.2292,120.3556,182.1151,43.8157,156.4725,193.3274,47.2867,198.1024,177.5054,241.7071,75.9294,230.3315,125.6105,32.2807,230.1884,53.2707,204.8922,136.7046,179.7144,149.1946,219.983,86.8641,161.2851,46.9849,33.9674,161.1956,101.2532,162.3523,131.9669,151.2894,184.9517,107.158,110.5355,147.7388,94.8691,82.7278,97.7801,49.1451,193.7564,159.9625,115.4177,158.8344,147.5584,126.375,52.4458
39.8293,240.2724,66.5286,106.9234,212.7409,146.4169,125.606,186.8783,43.8641,153.753,189.6071,46.1701,201.6012,179.0144,236.8883,76.1698,230.7943,125.7052,31.7523,222.3673,53.7353,208.5291,135.8536,173.7166,152.0635,217.769,87.3732,161.0454,46.9214,33.1869,169.1956,100.6186,161.6471,126.6715,152.0799,181.8679,108.0427,110.1948,151.0457,91.8719,84.6534,96.9085,49.1779,192.6288,156.1534,113.506,156.1216,144.9678,125.9591,50.3106
39.7809,242.3334,65.7826,106.5535,220.2082,143.9826,127.462,185.8627,44.7056,151.899,187.1368,44.5681,200.6125,176.9323,235.6953,75.6987,234.6091,125.438,31.2774,220.372,53.9748,208.6333,136.2765,174.9932,152.3382,215.8288,87.0388,161.5444,46.2512,33.2899,170.9988,97.8365,159.5263,125.9936,150.2614,181.4514,107.7948,110.0236,152.2962,90.51,83.2963,95.856,48.8116,190.7562,152.7157,113.2004,155.3436,143.2984,125.2879,50.3561
39.4507,243.7596,66.8468,105.8058,225.2256,146.6435,129.7215,185.9163,43.9696,151.6644,193.7265,45.5276,200.6767,175.0246,239.5892,78.2435,237.6269,128.2222,31.0942,222.5795,54.5722,209.4294,138.4461,179.9832,153.1396,221.0406,88.5709,162.6032,46.2754,33.5052,172.114,97.1103,160.9271,126.7659,150.19,181.5132,108.6697,109.57,153.3796,89.998,83.6789,98.1817,48.514,190.4603,152.6381,114.0189,158.8491,149.0391,124.5512,50.933
39.6734,241.974,66.666,107.3035,229.8378,148.9579,132.9739,189.3016,44.6152,151.2695,188.7219,46.2834,202.3155,176.2764,234.9777,78.5293,243.8236,128.9116,31.0993,225.1415,55.7586,211.1521,140.6987,182.0188,158.9838,218.3058,89.0746,165.2795,46.5735,33.5593,175.313,96.493,162.9524,128.1268,151.7648,183.5304,110.1574,110.8589,149.9342,91.5368,84.9615,98.714,47.789,187.8282,154.9795,113.0716,162.3847,149.3943,126.0064,51.3655
40.2611,245.9134,66.1654,107.5329,233.3281,150.5399,133.3122,192.465,44.8431,152.3064,190.7976,47.0374,202.8669,177.4237,239.5661,79.974,240.8438,129.4706,31.344,225.3853,56.6219,211.0298,142.7364,184.2869,159.0694,218.7721,89.3752,167.5671,46.9028,33.8075,176.6597,97.8839,161.2394,128.1775,153.6244,186.1401,110.6246,109.7808,150.7999,93.0437,85.0189,100.4981,48.9764,191.0447,154.6648,114.8483,162.8263,153.4624,127.636,51.9859
41.2412,243.1013,66.2051,109.6766,233.4719,151.0157,131.1896,192.539,44.8853,156.3135,191.6317,47.7239,205.8789,179.4969,239.5259,79.8438,247.2236,130.186,31.7244,224.1898,57.5926,213.0076,144.2026,189.7871,159.3551,218.5707,89.7665,171.8208,46.7968,34.2984,175.4045,95.87,160.3265,128.0684,150.3916,187.2046,110.3279,110.2744,150.4254,93.6887,85.9116,101.7499,49.0541,196.5129,157.8686,115.5038,163.8045,157.5308,128.3891,52.0178
41.5199,240.3615,67.4458,108.9247,240.385,151.2289,126.5364,192.8961,44.7397,156.0157,200.5542,49.0703,201.7063,179.1846,239.4394,79.667,244.1107,130.6407,31.8308,223.945,55.7952,211.9908,147.0687,189.0041,160.4266,228.8745,89.6481,170.239,46.6632,34.0854,168.4735,94.837,156.9059,129.8016,147.8512,186.1216,108.757,111.8776,149.9233,94.699,86.628,100.945,47.8176,200.2029,160.9898,116.6255,167.5716,149.3312,129.4511,52.6439
41.4421,242.7678,66.8036,108.5437,236.8105,149.8808,127.562,193.7659,43.0324,154.1486,197.4721,48.7848,200.1411,178.4097,239.1359,80.416,245.4092,129.9859,31.7923,227.868,56.8138,207.5967,145.8948,190.9475,162.2584,229.3973,89.1409,170.3069,45.5876,33.1985,170.5891,96.7292,159.1747,129.9933,147.4712,185.0757,108.8974,114.0264,151.175,94.4004,84.7205,100.6482,47.6718,200.1255,163.3982,113.0504,166.8212,151.7395,127.238,52.9115
41.6306,245.9892,68.4337,110.0663,233.6917,150.0176,127.8017,193.695,42.5675,154.2239,199.2478,48.9336,202.0599,181.1804,239.1051,81.1976,246.622,131.1403,32.6054,229.4983,57.1785,209.7968,148.3617,190.6435,162.4675,231.2845,90.0581,168.0993,46.0862,33.6745,168.2573,98.7779,148.8536,124.5545,151.1142,186.5015,110.0585,113.6029,152.7834,94.8518,85.4767,101.8449,47.2463,196.9977,165.5504,110.7387,170.2151,154.5085,127.6311,50.697
41.8981,250.4516,67.7018,111.0019,231.1122,152.516,126.2914,195.4587,41.5968,156.2771,199.7857,48.5811,199.6848,182.6846,237.8218,82.014,242.0237,130.8313,33.3358,231.3432,56.9789,211.9588,148.4877,190.0132,163.2402,232.5485,90.0923,165.8474,46.296,33.6364,167.5818,102.6267,147.6638,124.391,149.7969,185.0829,108.1429,113.8244,151.2316,95.4529,86.4068,102.6383,47.523,193.5385,165.0086,110.6248,172.1812,153.2668,128.4906,50.3957
41.8509,249.6909,67.5645,109.3726,230.2789,150.3537,125.2588,194.4048,42.6184,153.7419,196.274,48.7271,199.0045,181.1694,237.6873,81.359,242.8592,130.837,33.0265,234.2162,57.3922,211.5115,147.8181,186.6136,164.8084,229.6076,88.8994,167.3317,45.9488,33.8958,167.4266,100.4284,142.6249,123.3265,145.6033,184.8182,105.7253,110.2538,151.8018,94.7567,86.6341,103.4534,46.5889,190.4328,160.1537,109.9117,173.3709,152.4833,127.3226,49.89
41.9192,251.6353,67.5473,112.8603,236.6253,151.7371,126.0602,201.7382,43.4808,157.2583,200.3292,49.165,203.7796,181.635,239.3242,81.5659,249.1028,131.7949,34.1751,238.7002,58.54,210.879,151.3506,190.5552,165.3982,232.4565,89.9217,168.6012,47.3789,33.9122,168.9537,103.694,149.3971,125.5405,146.4536,186.6713,104.4594,112.7861,151.4837,97.5218,87.7607,103.9987,47.6144,197.209,162.2751,111.056,176.889,154.0947,130.9444,51.0158
42.2556,254.5788,65.8433,112.8052,239.6289,150.2049,124.8159,199.9186,44.0874,156.9532,198.3027,48.6385,204.4058,179.8288,238.8875,82.1088,247.4133,132.9378,34.4217,236.8341,58.6563,211.1257,151.0937,187.2486,166.1952,228.5336,90.3386,169.9016,46.9045,33.9912,169.2401,104.0882,146.3998,127.3726,145.9565,188.818,104.3571,113.4501,153.3935,97.7163,88.0938,104.3819,47.8014,196.1976,161.2636,111.4941,175.2542,154.1012,130.0786,51.4994
42.4924,250.3433,67.8072,115.412,240.8437,150.7798,124.8381,199.8197,43.3198,156.8072,194.6548,49.7862,204.5043,176.2517,237.6647,81.7597,250.0043,130.6102,34.1545,242.37,58.8467,212.0638,148.3199,186.3369,164.6791,224.3629,89.1936,169.8905,46.7111,34.0923,169.8983,107.1762,149.156,130.0452,146.8281,186.9445,102.5525,113.9414,150.1299,98.1972,87.295,103.8182,47.4865,199.7378,162.3282,112.2409,175.5464,151.2134,129.287,52.0203
42.3871,256.7847,66.0704,116.4988,241.5075,149.5971,125.3308,203.7865,42.6845,160.0839,193.4868,49.3867,203.2252,174.8188,240.9488,85.868,251.9469,127.4067,34.0848,242.0843,59.2167,212.2846,147.158,186.3323,166.6593,224.2644,88.5959,168.7071,46.4171,33.7701,170.5012,100.9874,144.3673,127.7969,144.1206,187.2454,100.9931,112.1617,150.7246,97.7185,90.1862,103.2598,46.8723,194.7278,162.0391,110.4734,175.724,152.1563,126.8007,51.7299
42.5923,260.6898,68.0348,117.7194,241.9454,151.2199,124.6166,206.9702,42.9894,161.0681,192.3217,50.4351,205.8585,173.3663,241.0187,88.4863,258.4602,125.4479,34.6651,244.9223,59.8625,213.5695,148.246,193.6014,167.2846,224.8538,87.4969,167.2427,46.7434,33.9203,171.5913,103.813,143.521,127.3131,142.9745,187.4179,102.7324,106.9243,153.6273,99.3688,88.8447,105.2165,46.809,196.9075,163.2042,108.9123,177.0536,153.9548,127.0737,51.1243
43.2697,275.7406,67.2215,122.5417,243.4223,151.5606,124.1714,210.2006,43.0884,161.4669,193.0692,50.1873,208.6186,173.6991,248.8808,88.0515,264.3493,126.8402,35.0919,245.5571,61.1213,211.3791,149.3764,194.9221,167.9896,226.7084,88.0407,170.092,46.7853,34.3603,168.474,99.6016,140.756,126.9041,143.9699,189.008,102.3306,107.9407,160.6483,100.8229,89.6706,106.0481,47.3651,200.771,166.621,109.4047,178.7064,153.9641,127.8863,50.7762
42.0007,271.1553,66.4201,121.1755,242.3413,148.9514,126.9656,209.0478,41.7969,161.1193,196.0135,47.0862,207.9892,172.2456,246.7631,87.5952,258.4772,125.1673,34.8271,246.3105,61.5681,210.2887,147.8015,192.4969,168.9807,229.4215,86.9242,163.6972,47.6207,33.6089,170.5985,101.0377,138.5376,125.6327,142.1476,189.2091,100.7955,103.3397,158.7452,99.6506,89.5641,102.6735,45.2443,201.017,164.6622,107.8205,176.7189,151.8155,128.1622,50.1701
42.3827,264.4289,65.663,122.7958,241.9777,148.8693,127.5072,209.9229,41.4335,156.5752,202.291,47.1173,205.2767,172.6228,246.4844,86.0013,257.0359,124.8214,34.5965,244.3061,61.1937,198.0667,147.6227,190.0366,171.3017,233.3871,86.9966,165.3303,48.3903,33.5182,170.2502,100.4055,138.7352,124.3845,139.6962,190.1935,99.978,102.5651,157.508,98.1071,87.8028,102.4328,43.9763,203.5405,163.2191,108.7149,177.1562,149.4357,129.1649,49.4532
42.8237,270.1884,66.225,122.0893,235.4244,146.489,128.8732,208.804,43.3331,156.3727,202.2688,48.0449,202.6736,173.648,246.3908,86.1982,252.9119,126.3731,34.4902,243.151,61.0409,196.5825,147.6099,191.8608,173.9647,232.358,87.385,165.3839,47.296,33.6242,172.6249,97.6255,139.3754,124.9594,137.7515,188.9775,101.0123,100.6745,159.6235,98.516,87.1312,103.7379,44.6998,199.835,160.5938,108.6093,178.9507,147.838,127.7136,49.6661
42.8879,271.0886,66.1453,121.4522,234.0964,147.9667,129.104,208.8335,43.8867,155.8862,209.7965,48.144,202.4964,167.7819,248.0318,86.8231,258.9834,125.3021,34.9972,239.9326,62.5043,195.9749,147.83,198.9746,174.4653,239.8574,86.1579,164.2488,47.2673,33.7261,172.0591,99.2319,140.8019,124.0212,138.3293,195.3653,99.7216,99.8871,161.7271,100.7755,90.0779,104.5499,45.8671,200.641,161.0058,108.8014,179.9233,155.1021,126.5521,49.678
42.8057,270.9438,66.175,120.2635,231.451,146.2127,131.8786,208.5095,43.3287,153.7022,216.7718,47.6345,201.4614,167.2718,247.8856,86.8391,257.4265,125.1391,34.399,236.6438,62.3731,194.984,145.141,195.8165,171.3119,243.9985,84.9085,162.0056,47.1344,33.5959,173.3877,99.024,138.7822,122.2116,137.6307,193.8061,96.7007,96.473,161.7136,98.4644,88.7892,100.9001,44.9471,196.6038,156.4127,109.8899,174.3415,154.9616,126.166,49.1718
43.1697,263.872,64.5951,124.6124,232.6522,143.9454,129.1925,203.2268,42.8269,150.0703,211.3937,47.7169,198.1398,169.6243,247.2856,87.2261,256.3253,127.6436,34.0735,239.3807,62.8238,195.3107,144.6378,193.3482,169.1571,239.3354,84.6555,161.6126,46.5904,33.652,170.8393,102.0189,139.6861,123.8522,136.8864,191.7153,98.6338,94.5835,159.3079,97.8191,87.3136,100.8808,43.217,196.7281,152.0873,109.4923,172.7564,152.5151,125.161,48.8208
42.9022,272.0337,64.5874,125.4552,227.6301,144.416,131.661,201.1464,43.6914,151.0334,212.5523,47.8562,197.9343,170.0609,246.9318,86.4587,251.0209,129.5109,33.8875,240.8371,62.7953,194.8556,143.3541,192.2711,171.7624,244.1933,83.9535,162.0644,46.9831,33.5012,172.3709,101.7824,142.449,121.943,138.4837,191.3083,98.1738,94.5643,162.3417,98.8609,88.717,100.7382,43.6433,198.5282,153.0714,110.9883,173.724,154.8964,125.3669,48.8051
42.4818,266.9787,63.2473,124.2345,222.453,145.2938,131.1651,201.8088,42.9336,151.003,212.0179,47.3652,196.2538,170.8447,249.9531,86.1534,246.2378,131.1418,33.5393,241.0945,62.002,190.2546,140.2765,194.1075,170.0127,240.5624,83.6671,162.5137,46.1011,33.1962,172.7894,99.6906,137.5622,121.2709,136.833,187.3352,97.0574,92.4859,162.5206,98.2499,86.5418,99.5906,42.5199,197.748,150.7895,110.3509,170.4484,152.9943,124.728,47.9016
41.8405,271.2134,63.1428,122.8538,222.9255,141.5933,128.8435,198.516,41.9875,148.4577,210.544,46.4383,192.3325,170.6838,245.8843,85.1872,236.6364,128.81,33.1313,236.206,59.8787,184.4962,136.1688,189.6807,169.022,236.5512,82.4402,159.7973,45.6053,33.28,168.0671,100.0038,132.7202,116.5467,132.093,185.7008,95.3733,92.2764,162.8817,96.142,86.2274,96.1562,41.1723,193.9086,148.1718,109.4622,167.3917,149.4157,124.3277,46.189
41.6353,267.9771,63.4954,121.9778,215.2556,141.75,134.461,199.9301,41.9593,149.3796,209.9931,45.8009,193.0327,171.401,246.3429,86.3176,231.8074,130.6445,32.6887,235.2644,60.8182,184.8142,137.384,187.095,167.9828,238.7944,83.1036,158.9848,45.9599,33.127,175.0632,99.9702,134.5919,115.581,131.7781,186.0554,96.4229,90.783,160.2883,96.2215,86.0404,95.5227,40.9557,192.7291,147.3914,105.5261,166.7889,147.2219,123.5797,46.0588
41.615,265.4051,63.5983,122.4482,211.6293,140.9051,133.1253,196.0762,41.5878,153.6927,214.845,46.1588,190.5227,170.2101,246.9172,85.7403,231.6854,128.896,32.5259,236.4338,60.1557,184.7359,134.7284,187.2662,164.19,245.1415,82.759,158.2013,46.3137,32.7189,173.891,98.1251,134.7104,112.3095,129.619,190.3467,97.2324,90.9726,161.1791,96.9226,84.7833,94.0575,41.0794,189.9956,144.6554,104.807,167.4073,148.4007,122.7032,45.2867
41.9155,271.3155,64.8213,124.6043,215.2186,142.2572,134.5338,196.8967,42.164,152.9005,202.7897,46.2885,195.3422,174.545,248.2831,86.1631,236.2662,128.675,32.9881,240.9189,60.1093,189.1377,138.3969,189.7671,166.0709,232.4194,82.68,160.235,46.3401,33.0924,176.9156,94.0142,135.4212,112.8912,127.4165,192.2675,98.7218,89.521,166.9973,99.3393,85.0038,95.241,42.9258,190.1876,147.127,104.9819,171.5379,150.1536,122.7878,45.1321
42.2203,270.6464,66.2702,128.5747,224.255,144.1017,135.7054,201.0709,42.7886,155.4772,207.8586,47.3528,197.3598,177.0533,250.0824,88.3384,237.6909,128.5944,33.8693,243.5856,61.4681,190.6085,139.9376,194.7319,167.4032,238.4151,83.9522,162.1909,46.8879,33.2264,179.216,100.2602,140.139,114.2288,129.977,195.2457,99.6317,92.6134,167.241,101.4818,86.7302,97.9114,44.1766,193.7487,148.5711,105.503,175.1544,154.8774,122.8712,45.9541
41.297,265.6098,66.4807,126.2134,217.5383,142.7801,134.9408,189.8427,41.5663,154.8783,210.6622,45.3788,188.7671,175.6925,247.5432,87.0798,234.9959,126.1208,33.2642,239.8551,60.5013,186.002,137.2724,190.666,162.0369,239.467,82.6578,158.2548,46.0856,32.5168,179.2177,99.4365,135.6279,112.873,128.8389,193.5097,98.6213,87.1723,163.1161,100.9705,84.82,94.2959,44.1621,187.9331,145.1362,103.6685,168.512,152.4037,120.9608,45.7994
41.0449,269.3478,64.9431,124.4252,218.9736,143.8464,134.2407,185.6065,41.2451,155.7256,211.9761,46.0151,190.081,176.9492,244.9018,86.7531,232.16,129.3735,33.2135,240.6134,60.5169,184.5949,137.39,192.5715,162.2152,240.6965,83.9763,159.4312,46.4864,31.7145,180.0967,101.8118,139.5061,112.9619,127.8103,195.237,100.6276,88.2107,162.7519,99.3601,83.6817,96.1449,44.9842,185.0451,143.8551,101.708,169.5601,154.6896,122.9374,45.807
41.7422,274.6796,64.4264,125.6435,220.6632,144.7378,136.7479,187.0264,40.5743,159.2884,213.8486,45.9241,190.3085,178.8097,247.0464,86.6896,232.8226,132.0462,33.6446,243.2624,60.538,184.9463,137.6883,195.7933,163.2152,240.8012,85.4318,159.9181,47.0351,32.3783,184.3045,103.7758,139.647,113.8797,127.368,195.192,100.0393,88.844,163.3597,99.966,84.2843,98.6201,44.9981,187.8262,147.129,102.7943,171.2479,155.0874,126.6368,45.8473
42.4197,276.5249,65.1076,128.3868,217.1019,143.5889,145.3334,190.3209,40.5393,158.8712,212.899,46.5249,189.9372,177.302,246.9946,86.4319,236.298,130.3993,33.7511,246.533,61.0972,186.7506,138.2986,194.7772,167.4925,240.9715,85.2328,163.5165,46.3733,32.3681,193.7101,103.2173,137.3106,117.5612,127.4267,195.3166,100.7363,89.1986,164.2586,99.8264,83.4754,97.493,45.0608,184.2767,145.1593,103.7089,173.9268,154.3392,126.0325,46.1558
42.302,276.5029,64.258,130.7524,214.6642,143.9555,144.491,191.9354,41.1955,158.6507,207.085,46.7245,189.434,176.4655,248.1001,85.2212,240.1476,130.5418,33.8307,245.065,60.8538,187.6534,139.4917,194.7234,170.1464,233.4217,84.7944,164.32,46.9271,32.0738,193.2691,102.1078,135.8369,118.659,129.5807,191.5388,101.532,89.9467,164.9121,99.3698,82.0017,95.8898,44.4526,186.2039,147.5192,103.1865,174.2926,150.3113,126.3664,46.7197
42.8649,274.5302,64.4153,131.2942,213.9112,144.0382,144.0788,190.2258,40.4894,162.9598,205.8604,46.5589,188.6542,175.5283,245.6333,83.1038,236.4788,130.6155,33.8575,242.966,60.5256,185.3474,138.0268,195.6201,168.4453,230.7759,84.7593,162.816,47.3827,32.3724,191.5514,98.9356,135.0082,116.8157,128.4693,192.2022,100.2966,89.5619,163.2653,100.4409,83.1076,94.5915,43.8801,188.8218,149.2272,101.3747,172.8843,149.958,127.3685,45.1623
42.6139,278.3026,63.7715,131.1583,216.5913,141.3779,144.5435,189.4811,40.4244,162.8778,208.2469,46.4316,189.0496,179.8106,244.3491,83.9116,238.0369,135.2409,33.9274,242.3918,61.7451,186.4943,139.7635,196.2495,167.8057,232.8413,86.3885,162.311,47.9596,32.2292,190.405,101.5918,138.79,115.0163,128.154,188.8602,101.9262,89.0783,165.6266,101.1725,81.5639,94.9167,44.055,186.785,148.3371,99.4959,171.2519,148.3264,129.1911,45.0039
42.6121,283.9546,65.9097,136.129,222.0051,142.5497,148.716,189.9477,40.9358,165.3322,207.7745,47.1194,191.9349,181.2422,247.8366,85.0214,242.8391,139.8754,34.7358,254.1705,61.8027,189.796,145.9669,195.7932,170.6964,231.56,87.5561,164.7556,48.2757,32.3484,192.3895,105.0761,136.782,113.8078,129.4281,185.822,102.5437,89.0592,167.1507,103.4166,81.6479,96.7946,43.5601,192.8815,152.4369,100.1828,174.2563,150.7361,127.5477,43.9226
42.5248,286.604,64.4748,134.497,221.2404,141.3008,147.72,188.3367,40.7241,163.1102,205.366,46.992,186.8116,180.5322,245.9431,83.7519,241.8806,137.4706,34.652,253.2811,61.4619,189.2134,143.1302,188.8378,165.5408,230.8017,84.8209,163.6903,47.5422,31.7891,189.4982,99.8463,133.5571,114.3213,128.7683,184.9627,102.1184,87.7334,170.4579,104.2871,80.7686,94.9737,42.5492,189.4324,151.4622,100.2385,169.7259,147.9999,125.0103,43.8555
42.6243,288.1489,65.7054,135.1206,224.9273,143.4205,146.4053,192.0032,41.896,165.7187,210.8925,47.5284,189.4081,182.6204,248.9386,84.9784,249.9291,135.7691,33.9819,260.0793,61.9867,191.0149,148.3291,194.4155,172.3075,234.808,86.9001,166.453,48.2869,32.651,193.0252,100.7222,134.0888,113.6788,131.9304,186.2011,97.0523,87.7972,170.8151,106.6183,81.7367,99.4093,41.8116,194.5519,153.7519,100.1752,169.4766,152.9789,126.6264,44.1429
42.425,281.7344,65.8854,134.3352,231.1394,143.4073,146.294,191.7347,42.1546,164.7082,207.6908,47.8273,187.1143,181.6668,248.4162,84.4512,248.6478,133.4589,32.4124,256.518,61.9234,189.2751,144.499,196.9633,171.5178,230.1571,86.185,166.8742,48.9342,32.8949,195.2856,100.0846,133.0694,112.2883,134.4036,185.3326,96.6889,86.1625,168.7207,107.1513,81.5048,99.471,42.61,194.062,153.3261,100.4014,164.7756,153.2735,127.6602,43.3213
42.1847,291.3649,65.3131,135.1479,227.8175,140.3865,148.0088,192.2379,42.0814,164.805,208.0474,46.7787,186.2616,183.4335,246.8204,83.2207,248.735,133.1546,32.3626,259.6449,61.8707,188.9303,143.2774,195.8909,169.6518,230.9078,85.84,166.6769,48.6233,32.8933,195.8981,97.3462,129.6688,113.0069,133.7039,186.037,94.8171,84.3456,173.4556,107.7102,79.9347,100.4555,42.5805,193.9155,155.0481,100.1312,162.8445,152.2684,129.0309,43.3735
41.9109,287.9779,66.2049,134.4212,229.0812,137.35,151.0832,192.8774,40.6084,166.9603,211.8304,47.2293,185.0366,184.869,246.9072,83.8768,249.9754,134.8085,32.4035,262.2166,62.1273,187.8903,144.1324,193.1542,168.8423,235.5129,86.2888,167.8268,47.9385,32.6206,201.5277,100.0172,132.6694,110.8675,132.0479,185.7308,96.4985,84.9869,172.2631,108.2117,79.4398,99.6062,41.9597,196.3895,154.8886,100.3304,164.1635,153.3242,128.1457,42.5359
41.2524,286.1144,66.4736,130.4524,228.8728,138.7059,150.9295,200.8024,40.1779,164.4758,210.8209,47.2002,182.1115,185.6404,251.0196,84.3856,251.188,137.0226,32.3887,262.5086,61.6119,188.7083,142.7985,197.3322,170.0086,235.3318,86.5307,167.5022,47.8915,32.9414,200.6861,99.2187,131.6339,111.156,133.5375,187.5952,94.8647,83.0184,170.4293,101.3469,79.6753,100.0138,42.2414,189.6708,154.4799,99.9369,164.3679,155.7251,128.6612,42.5709
41.3036,283.3656,68.0641,131.5547,228.413,140.925,151.7204,198.4018,40.0989,165.891,212.2895,47.8895,182.2819,183.8428,254.9579,84.8389,249.5136,134.9044,32.9919,262.3153,61.318,188.9973,141.6896,197.7446,172.7674,238.2936,85.8627,166.7527,48.3433,33.275,200.1803,100.5157,132.0604,110.2996,134.9406,191.5692,96.4047,82.6809,168.9226,102.2193,79.7388,102.024,42.8776,189.2888,156.7206,100.3988,162.2709,159.1145,128.7472,42.115
41.3932,283.0326,69.1975,129.8351,229.0468,142.5096,156.9242,199.9547,41.4207,168.5804,211.6262,47.7773,182.832,183.6905,256.9772,85.1306,250.135,133.4549,33.0679,263.9317,61.6906,190.5807,141.3209,195.6124,174.7244,238.539,86.6288,167.6151,48.4329,33.819,204.858,100.9238,132.7963,110.8821,135.1555,191.7184,95.3506,80.8981,170.2241,103.6409,83.1873,101.0986,43.5579,189.8877,158.7155,102.44,161.414,160.4881,131.1934,42.6895
